generation,index,candidate,feasible,fatal,violations,tier,objective0,objective1,objective2,objective3
7,31,7a67c5d2,true,0,0,8,6157958,447292,4535071,0
7,32,e115ea75,true,0,0,8,6161582,448711,4531472,0
7,33,66382ac5,true,0,0,8,6165197,448825,4527873,0
7,34,5fe3d8af,true,0,0,8,6084520,389768,4608109,0
7,35,a9467974,true,0,0,8,6242450,459882,4450842,0
7,36,589288ed,true,0,0,8,6107559,394780,4585237,0
7,37,76c0bda2,true,0,0,8,6240673,462223,4452613,0
7,38,f0960370,true,0,0,8,6075322,394052,4617017,0
7,39,24ecc1fd,true,0,0,8,6212578,461501,4480597,0
7,40,65764905,true,0,0,8,6085931,396950,4606497,0
7,41,fe0466a2,true,0,0,8,6082397,395625,4610004,0
7,42,403ca492,true,0,0,8,6078863,395209,4613510,0
7,43,c1a4bc63,true,0,0,8,6207271,464577,4485876,0
7,44,e868439b,true,0,0,8,6023164,394753,4668949,0
7,45,c1006e31,true,0,0,8,6078863,397360,4613719,0
7,46,3dea1e65,true,0,0,8,6148929,462606,4544021,0
7,47,3e8d8925,true,0,0,8,6205452,463370,4487684,0
8,0,574ea983,true,0,0,8,5876314,352087,4814633,0
8,1,85a95ec4,true,0,0,8,6298202,458437,4395132,0
8,2,1e632cd8,true,0,0,8,6143441,377197,4549466,0
8,3,bdf28fa9,true,0,0,8,5911808,361623,4779383,0
8,4,95ac95fd,true,0,0,8,6253391,438926,4439849,0
8,5,db1673ab,true,0,0,8,6169657,404244,4523272,0
8,6,425068fc,true,0,0,8,6279967,444255,4413323,0
8,7,5e0bbc8a,true,0,0,8,6146151,397984,4546635,0
8,8,fedc4e70,true,0,0,8,5890509,355272,4800533,0
8,9,f04e2ba2,true,0,0,8,5883420,353801,4807583,0
8,10,ace82759,true,0,0,8,6165747,402759,4527166,0
8,11,03716446,true,0,0,8,6161823,401436,4531060,0
8,12,1d9e548c,true,0,0,8,5901160,358555,4789958,0
8,13,7b41511d,true,0,0,8,6153991,399568,4538847,0
8,14,fc6c91ad,true,0,0,8,6157914,400303,4534953,0
8,15,e0337eba,true,0,0,8,6150068,398347,4542741,0
8,16,65ae61d7,true,0,0,8,5894058,356711,4797008,0
8,17,e283a167,true,0,0,8,5897613,357227,4793483,0
8,18,c5f94361,true,0,0,8,5908259,360073,4782908,0
8,19,82210883,true,0,0,8,5879865,353328,4811108,0
8,20,b2071793,true,0,0,8,5904711,359797,4786433,0
8,21,40e48c40,true,0,0,8,5886969,355361,4804058,0
8,22,ca1a5485,true,0,0,8,6275537,459006,4417838,0
8,23,fd00e2f0,true,0,0,8,6137927,381484,4554947,0
8,24,4d0d42c2,true,0,0,8,5893577,365609,4797451,0
8,25,290f5703,true,0,0,8,6247775,440262,4445441,0
8,26,eea11b68,true,0,0,8,6142231,396683,4550529,0
8,27,1bbc32d2,true,0,0,8,6264991,450443,4428278,0
8,28,9cce3849,true,0,0,8,6138319,396016,4554423,0
8,29,4b388426,true,0,0,8,6272318,451241,4420969,0
8,30,e4a1c739,true,0,0,8,6268658,451104,4424624,0
8,31,978416fc,true,0,0,8,5861485,366817,4829347,0
8,32,fb5c1d3d,true,0,0,8,6270411,461473,4422950,0
8,33,00b9b0ac,true,0,0,8,6114937,386894,4577799,0
8,34,3cd43a50,true,0,0,8,5867005,367861,4823866,0
8,35,ff8d9350,true,0,0,8,6264076,453907,4429268,0
8,36,069a8321,true,0,0,8,6147086,444091,4545867,0
8,37,49a19949,true,0,0,8,6134395,394964,4558317,0
8,38,9925df2e,true,0,0,8,6168805,449609,4524274,0
8,39,25bfc890,true,0,0,8,6130472,394554,4562211,0
8,40,74f5a000,true,0,0,8,6150710,445253,4542268,0
8,41,c45f07e2,true,0,0,8,6154337,446673,4538669,0
8,42,7a67c5d2,true,0,0,8,6157958,447292,4535071,0
8,43,e115ea75,true,0,0,8,6161582,448711,4531472,0
8,44,66382ac5,true,0,0,8,6165197,448825,4527873,0
8,45,5fe3d8af,true,0,0,8,6084520,389768,4608109,0
8,46,a9467974,true,0,0,8,6242450,459882,4450842,0
8,47,589288ed,true,0,0,8,6107559,394780,4585237,0
9,0,574ea983,true,0,0,8,5876314,352087,4814633,0
